CVE_ID,KEV,Vendor,Product,Date_Added
CVE-2026-82078,1,PaperCut,NG/MF,2026-08-31
CVE-2026-81578,1,PaperCut,NG/MF,2026-08-31
CVE-2023-49105,1,ownCloud,ownCloud,2026-08-27
CVE-2026-53362,1,Linux,Kernel,2026-08-27
CVE-2026-66384,1,JFrog,Artifactory,2026-08-27
CVE-2021-23758,1,Ajax.NET Professional,Ajax.NET Professional,2026-08-26
CVE-2015-3246,1,Red Hat,Libuser,2026-08-26
CVE-2015-5287,1,Red Hat,Automatic Bug Reporting Tool,2026-08-26
CVE-2022-0995,1,Linux,Kernel,2026-08-26
CVE-2026-8452,1,Citrix,NetScaler ADC and NetScaler Gateway,2026-08-26
CVE-2019-1068,1,Microsoft,SQL Server,2026-08-26
CVE-2026-60004,1,Gitea,Gitea,2026-08-25
CVE-2026-21962,1,Oracle,HTTP Server and Oracle Weblogic Server Proxy Plug-in,2026-08-24
CVE-2026-73570,1,Synacor,Zimbra Collaboration Suite (ZCS),2026-08-21
CVE-2026-72530,1,TrueConf,Server,2026-08-20
CVE-2026-72529,1,TrueConf,Server,2026-08-20
CVE-2026-64849,1,MLflow,MLflow,2026-08-19
CVE-2026-33824,1,Microsoft,Internet Key Exchange (IKE) Service Extensions,2026-08-18
CVE-2026-59310,1,Broadcom,VMware vCenter,2026-08-18
CVE-2026-55040,1,Microsoft,SharePoint,2026-08-18
CVE-2026-65400,1,Apple,macOS,2026-08-18
CVE-2025-62593,1,Ray-Project,Ray,2026-08-17
CVE-2026-20349,1,Cisco,Secure Firewall Adaptive Security Appliance (ASA) and Secure Firewall Threat Defense (FTD) ,2026-08-11
CVE-2026-68820,1,Microsoft,Windows Ancillary Function Driver for WinSock ,2026-08-11
CVE-2026-72898,1,Metabase,Metabase,2026-08-11
CVE-2026-8037,1,Progress,LoadMaster,2026-08-07
CVE-2026-63077,1,JetBrains,TeamCity,2026-08-05
CVE-2026-18556,1,N-able,N-central,2026-08-04
CVE-2026-34486,1,Apache,Tomcat,2026-08-04
CVE-2026-9198,1,IBM,Langflow,2026-08-04
CVE-2026-18577,1,N-able,N-central,2026-08-03
CVE-2026-20316,1,Cisco,Secure Firewall Management Center (FMC),2026-07-29
CVE-2025-68686,1,Fortinet,FortiOS,2026-07-27
CVE-2026-16812,1,Arista,VeloCloud Orchestrator,2026-07-27
CVE-2026-16232,1,Check Point,SmartConsole,2026-07-22
CVE-2026-50522,1,Microsoft,SharePoint,2026-07-22
CVE-2026-60137,1,WordPress,Core,2026-07-21
CVE-2026-63030,1,WordPress,Core,2026-07-21
CVE-2026-0770,1,Langflow,Langflow,2026-07-21
CVE-2021-27137,1,DD-WRT,DD-WRT,2026-07-21
CVE-2026-58644,1,Microsoft,SharePoint,2026-07-16
CVE-2026-25089,1,Fortinet,FortiSandbox,2026-07-16
CVE-2026-39808,1,Fortinet,FortiSandbox,2026-07-16
CVE-2026-46817,1,Oracle,E-Business Suite,2026-07-15
CVE-2023-4346,1,KNX Association,KNX Protocol Connection Authorization Option 1,2026-07-15
CVE-2026-56155,1,Microsoft,Active Directory Federation Services,2026-07-14
CVE-2026-56164,1,Microsoft,SharePoint Server,2026-07-14
CVE-2026-15409,1,SonicWall,SMA1000 Appliances,2026-07-14
CVE-2026-15410,1,SonicWall,SMA1000 Appliances,2026-07-14
CVE-2008-4128,1,Cisco,IOS,2026-07-13
CVE-2026-56291,1,Balbooa,Forms,2026-07-10
CVE-2026-48939,1,iCagenda,iCagenda,2026-07-10
CVE-2026-48908,1,JoomShaper,SP Page Builder,2026-07-07
CVE-2026-55255,1,Langflow,Langflow,2026-07-07
CVE-2026-56290,1,Joomlack,Page Builder,2026-07-07
CVE-2026-48282,1,Adobe,ColdFusion,2026-07-07
CVE-2026-45659,1,Microsoft,SharePoint Server,2026-07-01
CVE-2026-48558,1,SimpleHelp ,SimpleHelp,2026-06-29
CVE-2026-12569,1,PTC,Windchill and FlexPLM,2026-06-25
CVE-2026-20230,1,Cisco,Unified Communications Manager,2026-06-25
CVE-2025-67038,1,Lantronix,EDS5000,2026-06-23
CVE-2026-34910,1,Ubiquiti,UniFi OS,2026-06-23
CVE-2026-34909,1,Ubiquiti,UniFi OS,2026-06-23
CVE-2026-34908,1,Ubiquiti,UniFi OS,2026-06-23
CVE-2026-20253,1,Splunk,Enterprise,2026-06-18
CVE-2026-48907,1,Widget Factory,Joomla Content Editor ,2026-06-16
CVE-2026-54420,1,LiteSpeed,cPanel Plugin,2026-06-15
CVE-2026-20262,1,Cisco,Catalyst SD-WAN Manager,2026-06-15
CVE-2026-35273,1,Oracle, PeopleSoft Enterprise PeopleTools,2026-06-12
CVE-2026-10520,1,Ivanti,Sentry,2026-06-11
CVE-2026-11645,1,Google,Chromium V8,2026-06-09
CVE-2026-7473,1,Arista,Extensible Operating System,2026-06-09
CVE-2026-20245,1,Cisco,Catalyst SD-WAN Manager,2026-06-09
CVE-2026-42271,1,BerriAI,LiteLLM,2026-06-08
CVE-2026-50751,1,Check Point,Security Gateway,2026-06-08
CVE-2026-28318,1,SolarWinds,Serv-U,2026-06-05
CVE-2026-45247,1,Mirasvit,Mirasvit Full Page Cache Warmer,2026-06-03
CVE-2022-0492,1,Linux,Kernel,2026-06-02
CVE-2025-48595,1,Android,Framework,2026-06-02
CVE-2024-21182,1,Oracle,WebLogic Server,2026-06-01
CVE-2026-0257,1,Palo Alto Networks,PAN-OS,2026-05-29
CVE-2026-48027,1,Nx,Nx Console,2026-05-27
CVE-2026-45321,1,TanStack,TanStack,2026-05-27
CVE-2026-8398,1,Daemon,Daemon Tools Lite,2026-05-27
CVE-2026-48172,1,LiteSpeed,cPanel Plugin,2026-05-26
CVE-2026-9082,1,Drupal,Core,2026-05-22
CVE-2025-34291,1,Langflow,Langflow,2026-05-21
CVE-2026-34926,1,Trend Micro,Apex One,2026-05-21
CVE-2008-4250,1,Microsoft,Windows,2026-05-20
CVE-2009-1537,1,Microsoft,DirectX,2026-05-20
CVE-2009-3459,1,Adobe,Acrobat and Reader,2026-05-20
CVE-2010-0249,1,Microsoft,Internet Explorer,2026-05-20
CVE-2010-0806,1,Microsoft,Internet Explorer,2026-05-20
CVE-2026-41091,1,Microsoft,Defender,2026-05-20
CVE-2026-45498,1,Microsoft,Defender,2026-05-20
CVE-2026-42897,1,Microsoft,Microsoft,2026-05-15
CVE-2026-20182,1,Cisco,Catalyst SD-WAN,2026-05-14
CVE-2026-42208,1,BerriAI,LiteLLM,2026-05-08
CVE-2026-6973,1,Ivanti,Endpoint Manager Mobile (EPMM),2026-05-07
CVE-2026-0300,1,Palo Alto Networks,PAN-OS,2026-05-06
CVE-2026-31431,1,Linux,Kernel,2026-05-01
CVE-2026-41940,1,WebPros,cPanel & WHM and WP2 (WordPress Squared),2026-04-30
CVE-2024-1708,1,ConnectWise,ScreenConnect,2026-04-28
CVE-2026-32202,1,Microsoft,Windows,2026-04-28
CVE-2025-29635,1,D-Link,DIR-823X,2026-04-24
CVE-2024-7399,1,Samsung,MagicINFO 9 Server,2026-04-24
CVE-2024-57728,1,SimpleHelp ,SimpleHelp,2026-04-24
CVE-2024-57726,1,SimpleHelp ,SimpleHelp,2026-04-24
CVE-2026-39987,1,Marimo,Marimo,2026-04-23
CVE-2026-33825,1,Microsoft,Defender,2026-04-22
CVE-2026-20122,1,Cisco,Catalyst SD-WAN Manger,2026-04-20
CVE-2026-20133,1,Cisco,Catalyst SD-WAN Manager,2026-04-20
CVE-2025-2749,1,Kentico,Kentico Xperience,2026-04-20
CVE-2023-27351,1,PaperCut,NG/MF,2026-04-20
CVE-2025-48700,1,Synacor,Zimbra Collaboration Suite (ZCS),2026-04-20
CVE-2026-20128,1,Cisco,Catalyst SD-WAN Manager,2026-04-20
CVE-2025-32975,1,Quest,KACE Systems Management Appliance (SMA),2026-04-20
CVE-2024-27199,1,JetBrains,TeamCity,2026-04-20
CVE-2026-34197,1,Apache,ActiveMQ,2026-04-16
CVE-2009-0238,1,Microsoft,Office,2026-04-14
CVE-2026-32201,1,Microsoft,SharePoint Server,2026-04-14
CVE-2012-1854,1,Microsoft,Visual Basic for Applications (VBA),2026-04-13
CVE-2025-60710,1,Microsoft,Windows,2026-04-13
CVE-2023-21529,1,Microsoft,Exchange Server,2026-04-13
CVE-2023-36424,1,Microsoft,Windows,2026-04-13
CVE-2020-9715,1,Adobe,Acrobat,2026-04-13
CVE-2026-21643,1,Fortinet,FortiClient EMS,2026-04-13
CVE-2026-34621,1,Adobe,Acrobat and Reader,2026-04-13
CVE-2026-1340,1,Ivanti,Endpoint Manager Mobile (EPMM),2026-04-08
CVE-2026-35616,1,Fortinet,FortiClient EMS,2026-04-06
CVE-2026-3502,1,TrueConf,Client,2026-04-02
CVE-2026-5281,1,Google,Dawn,2026-04-01
CVE-2026-3055,1,Citrix,NetScaler,2026-03-30
CVE-2025-53521,1,F5,BIG-IP,2026-03-27
CVE-2026-33634,1,Aquasecurity,Trivy,2026-03-26
CVE-2026-33017,1,Langflow,Langflow,2026-03-25
CVE-2025-32432,1,Craft CMS,Craft CMS,2026-03-20
CVE-2025-54068,1,Laravel,Livewire,2026-03-20
CVE-2025-43510,1,Apple,Multiple Products,2026-03-20
CVE-2025-43520,1,Apple,Multiple Products,2026-03-20
CVE-2025-31277,1,Apple,Multiple Products,2026-03-20
CVE-2026-20131,1,Cisco,Secure Firewall Management Center (FMC),2026-03-19
CVE-2025-66376,1,Synacor,Zimbra Collaboration Suite (ZCS),2026-03-18
CVE-2026-20963,1,Microsoft,SharePoint,2026-03-18
CVE-2025-47813,1,Wing FTP Server,Wing FTP Server,2026-03-16
CVE-2026-3910,1,Google,Chromium V8,2026-03-13
CVE-2026-3909,1,Google,Skia,2026-03-13
CVE-2025-68613,1,n8n,n8n,2026-03-11
CVE-2021-22054,1,Omnissa,Workspace One UEM,2026-03-09
CVE-2025-26399,1,SolarWinds,Web Help Desk,2026-03-09
CVE-2026-1603,1,Ivanti, Endpoint Manager (EPM),2026-03-09
CVE-2017-7921,1,Hikvision,Multiple Products,2026-03-05
CVE-2021-22681,1,Rockwell,Multiple Products,2026-03-05
CVE-2023-43000,1,Apple,Multiple Products,2026-03-05
CVE-2021-30952,1,Apple,Multiple Products,2026-03-05
CVE-2023-41974,1,Apple,iOS and iPadOS,2026-03-05
CVE-2026-22719,1,Broadcom,VMware Aria Operations,2026-03-03
CVE-2026-21385,1,Qualcomm,Multiple Chipsets,2026-03-03
CVE-2022-20775,1,Cisco,SD-WAN,2026-02-25
CVE-2026-20127,1,Cisco,Catalyst SD-WAN Controller and Manager,2026-02-25
CVE-2026-25108,1,Soliton Systems K.K,FileZen,2026-02-24
CVE-2025-49113,1,Roundcube,Webmail,2026-02-20
CVE-2025-68461,1,Roundcube,Webmail,2026-02-20
CVE-2021-22175,1,GitLab,GitLab,2026-02-18
CVE-2026-22769,1,Dell,RecoverPoint for Virtual Machines (RP4VMs),2026-02-18
CVE-2020-7796,1,Synacor,Zimbra Collaboration Suite,2026-02-17
CVE-2024-7694,1,TeamT5,ThreatSonar Anti-Ransomware,2026-02-17
CVE-2008-0015,1,Microsoft,Windows,2026-02-17
CVE-2026-2441,1,Google,Chromium,2026-02-17
CVE-2026-1731,1,BeyondTrust,Remote Support (RS) and Privileged Remote Access (PRA),2026-02-13
CVE-2026-20700,1,Apple,Multiple Products,2026-02-12
CVE-2024-43468,1,Microsoft,Configuration Manager,2026-02-12
CVE-2025-15556,1,Notepad++,Notepad++,2026-02-12
CVE-2025-40536,1,SolarWinds,Web Help Desk,2026-02-12
CVE-2026-21513,1,Microsoft,Windows,2026-02-10
CVE-2026-21525,1,Microsoft,Windows,2026-02-10
CVE-2026-21510,1,Microsoft,Windows,2026-02-10
CVE-2026-21533,1,Microsoft,Windows,2026-02-10
CVE-2026-21519,1,Microsoft,Windows,2026-02-10
CVE-2026-21514,1,Microsoft,Office,2026-02-10
CVE-2025-11953,1,React Native Community,CLI,2026-02-05
CVE-2026-24423,1,SmarterTools,SmarterMail,2026-02-05
CVE-2021-39935,1,GitLab,Community and Enterprise Editions,2026-02-03
CVE-2025-64328,1,Sangoma,FreePBX ,2026-02-03
CVE-2019-19006,1,Sangoma,FreePBX,2026-02-03
CVE-2025-40551,1,SolarWinds,Web Help Desk,2026-02-03
CVE-2026-1281,1,Ivanti,Endpoint Manager Mobile (EPMM),2026-01-29
CVE-2026-24858,1,Fortinet,Multiple Products,2026-01-27
CVE-2018-14634,1,Linux,Kernel,2026-01-26
CVE-2025-52691,1,SmarterTools,SmarterMail,2026-01-26
CVE-2026-23760,1,SmarterTools,SmarterMail,2026-01-26
CVE-2026-24061,1,GNU,InetUtils,2026-01-26
CVE-2026-21509,1,Microsoft,Office,2026-01-26
CVE-2024-37079,1,Broadcom,VMware vCenter Server,2026-01-23
CVE-2025-68645,1,Synacor, Zimbra Collaboration Suite (ZCS),2026-01-22
CVE-2025-34026,1,Versa,Concerto,2026-01-22
CVE-2025-31125,1,Vite,Vitejs,2026-01-22
CVE-2025-54313,1,Prettier,eslint-config-prettier,2026-01-22
CVE-2026-20045,1,Cisco,Unified Communications Manager,2026-01-21
CVE-2026-20805,1,Microsoft,Windows,2026-01-13
CVE-2025-8110,1,Gogs,Gogs,2026-01-12
CVE-2009-0556,1,Microsoft,Office,2026-01-07
CVE-2025-37164,1,Hewlett Packard Enterprise (HPE),OneView,2026-01-07
CVE-2025-14847,1,MongoDB,MongoDB and MongoDB Server,2025-12-29
CVE-2023-52163,1,Digiever,DS-2105 Pro,2025-12-22
CVE-2025-14733,1,WatchGuard,Firebox,2025-12-19
CVE-2025-59374,1,ASUS,Live Update,2025-12-17
CVE-2025-40602,1,SonicWall,SMA1000 appliance,2025-12-17
CVE-2025-20393,1,Cisco,Multiple Products,2025-12-17
CVE-2025-59718,1,Fortinet,Multiple Products,2025-12-16
CVE-2025-14611,1,Gladinet,CentreStack and Triofox,2025-12-15
CVE-2025-43529,1,Apple,Multiple Products,2025-12-15
CVE-2018-4063,1,Sierra Wireless,AirLink ALEOS,2025-12-12
CVE-2025-14174,1,Google,Chromium,2025-12-12
CVE-2025-58360,1,OSGeo,GeoServer,2025-12-11
CVE-2025-6218,1,RARLAB,WinRAR,2025-12-09
CVE-2025-62221,1,Microsoft,Windows,2025-12-09
CVE-2022-37055,1,D-Link,Routers,2025-12-08
CVE-2025-66644,1,Array Networks ,ArrayOS AG,2025-12-08
CVE-2025-55182,1,Meta,React Server Components,2025-12-05
CVE-2021-26828,1,OpenPLC,ScadaBR,2025-12-03
CVE-2025-48633,1,Android,Framework,2025-12-02
CVE-2025-48572,1,Android,Framework,2025-12-02
CVE-2021-26829,1,OpenPLC,ScadaBR,2025-11-28
CVE-2025-61757,1,Oracle,Fusion Middleware,2025-11-21
CVE-2025-13223,1,Google,Chromium V8,2025-11-19
CVE-2025-58034,1,Fortinet,FortiWeb,2025-11-18
CVE-2025-64446,1,Fortinet,FortiWeb,2025-11-14
CVE-2025-12480,1,Gladinet,Triofox,2025-11-12
CVE-2025-62215,1,Microsoft,Windows,2025-11-12
CVE-2025-9242,1,WatchGuard,Firebox,2025-11-12
CVE-2025-21042,1,Samsung,Mobile Devices,2025-11-10
CVE-2025-48703,1,CWP,Control Web Panel,2025-11-04
CVE-2025-11371,1,Gladinet,CentreStack and Triofox,2025-11-04
CVE-2025-41244,1,Broadcom,VMware Aria Operations and VMware Tools,2025-10-30
CVE-2025-24893,1,XWiki,Platform,2025-10-30
CVE-2025-6204,1,Dassault Systèmes,DELMIA Apriso,2025-10-28
CVE-2025-6205,1,Dassault Systèmes,DELMIA Apriso,2025-10-28
CVE-2025-54236,1,Adobe,Commerce and Magento,2025-10-24
CVE-2025-59287,1,Microsoft,Windows,2025-10-24
CVE-2025-61932,1,Motex,LANSCOPE Endpoint Manager,2025-10-22
CVE-2022-48503,1,Apple,Multiple Products,2025-10-20
CVE-2025-2746,1,Kentico,Xperience CMS,2025-10-20
CVE-2025-2747,1,Kentico,Xperience CMS,2025-10-20
CVE-2025-33073,1,Microsoft,Windows,2025-10-20
CVE-2025-61884,1,Oracle,E-Business Suite,2025-10-20
CVE-2025-54253,1,Adobe,Experience Manager (AEM) Forms,2025-10-15
CVE-2025-47827,1,IGEL,IGEL OS,2025-10-14
CVE-2025-24990,1,Microsoft,Windows,2025-10-14
CVE-2025-59230,1,Microsoft,Windows,2025-10-14
CVE-2016-7836,1,SKYSEA,Client View,2025-10-14
CVE-2021-43798,1,Grafana Labs,Grafana,2025-10-09
CVE-2025-27915,1,Synacor,Zimbra Collaboration Suite (ZCS),2025-10-07
CVE-2021-22555,1,Linux,Kernel,2025-10-06
CVE-2010-3962,1,Microsoft,Internet Explorer,2025-10-06
CVE-2021-43226,1,Microsoft,Windows,2025-10-06
CVE-2013-3918,1,Microsoft,Windows,2025-10-06
CVE-2011-3402,1,Microsoft,Windows,2025-10-06
CVE-2010-3765,1,Mozilla,Multiple Products,2025-10-06
CVE-2025-61882,1,Oracle,E-Business Suite,2025-10-06
CVE-2014-6278,1,GNU,GNU Bash,2025-10-02
CVE-2017-1000353,1,Jenkins,Jenkins,2025-10-02
CVE-2015-7755,1,Juniper,ScreenOS,2025-10-02
CVE-2025-21043,1,Samsung,Mobile Devices,2025-10-02
CVE-2025-4008,1,Smartbedded,Meteobridge,2025-10-02
CVE-2025-32463,1,Sudo,Sudo,2025-09-29
CVE-2025-59689,1,Libraesva,Email Security Gateway,2025-09-29
CVE-2025-10035,1,Fortra,GoAnywhere MFT,2025-09-29
CVE-2025-20352,1,Cisco,IOS and IOS XE,2025-09-29
CVE-2021-21311,1,Adminer,Adminer,2025-09-29
CVE-2025-20362,1,Cisco,Secure Firewall Adaptive Security Appliance and Secure Firewall Threat Defense,2025-09-25
CVE-2025-20333,1,Cisco,Secure Firewall Adaptive Security Appliance and Secure Firewall Threat Defense,2025-09-25
CVE-2025-10585,1,Google,Chromium V8,2025-09-23
CVE-2025-5086,1,Dassault Systèmes,DELMIA Apriso,2025-09-11
CVE-2025-38352,1,Linux,Kernel,2025-09-04
CVE-2025-48543,1,Android,Runtime,2025-09-04
CVE-2025-53690,1,Sitecore,Multiple Products,2025-09-04
CVE-2023-50224,1,TP-Link,TL-WR841N,2025-09-03
CVE-2025-9377,1,TP-Link,Multiple Routers,2025-09-03
CVE-2020-24363,1,TP-Link,TL-WA855RE,2025-09-02
CVE-2025-55177,1,Meta Platforms,WhatsApp,2025-09-02
CVE-2025-57819,1,Sangoma,FreePBX,2025-08-29
CVE-2025-7775,1,Citrix,NetScaler,2025-08-26
CVE-2025-48384,1,Git,Git,2025-08-25
CVE-2024-8068,1,Citrix,Session Recording,2025-08-25
CVE-2024-8069,1,Citrix,Session Recording,2025-08-25
CVE-2025-43300,1,Apple,"iOS, iPadOS, and macOS",2025-08-21
CVE-2025-54948,1,Trend Micro,Apex One,2025-08-18
CVE-2025-8876,1,N-able,N-Central,2025-08-13
CVE-2025-8875,1,N-able,N-Central,2025-08-13
CVE-2025-8088,1,RARLAB,WinRAR,2025-08-12
CVE-2007-0671,1,Microsoft,Office,2025-08-12
CVE-2013-3893,1,Microsoft,Internet Explorer,2025-08-12
CVE-2020-25078,1,D-Link,DCS-2530L and DCS-2670L Devices,2025-08-05
CVE-2020-25079,1,D-Link,DCS-2530L and DCS-2670L Devices,2025-08-05
CVE-2022-40799,1,D-Link,DNR-322L,2025-08-05
CVE-2023-2533,1,PaperCut,NG/MF,2025-07-28
CVE-2025-20337,1,Cisco,Identity Services Engine,2025-07-28
CVE-2025-20281,1,Cisco,Identity Services Engine,2025-07-28
CVE-2025-2775,1,SysAid,SysAid On-Prem,2025-07-22
CVE-2025-2776,1,SysAid,SysAid On-Prem,2025-07-22
CVE-2025-6558,1,Google,Chromium,2025-07-22
CVE-2025-54309,1,CrushFTP,CrushFTP,2025-07-22
CVE-2025-49704,1,Microsoft,SharePoint,2025-07-22
CVE-2025-49706,1,Microsoft,SharePoint,2025-07-22
CVE-2025-53770,1,Microsoft,SharePoint,2025-07-20
CVE-2025-25257,1,Fortinet,FortiWeb,2025-07-18
CVE-2025-47812,1,Wing FTP Server,Wing FTP Server,2025-07-14
CVE-2025-5777,1,Citrix,NetScaler ADC and Gateway,2025-07-10
CVE-2019-9621,1,Synacor,Zimbra Collaboration Suite (ZCS),2025-07-07
CVE-2019-5418,1,Rails,Ruby on Rails,2025-07-07
CVE-2016-10033,1,PHP,PHPMailer,2025-07-07
CVE-2014-3931,1,Looking Glass,Multi-Router Looking Glass (MRLG),2025-07-07
CVE-2025-6554,1,Google,Chromium V8,2025-07-02
CVE-2025-48928,1,TeleMessage,TM SGNL,2025-07-01
CVE-2025-48927,1,TeleMessage,TM SGNL,2025-07-01
CVE-2025-6543,1,Citrix,NetScaler ADC and Gateway,2025-06-30
CVE-2019-6693,1,Fortinet,FortiOS,2025-06-25
CVE-2024-0769,1,D-Link,DIR-859 Router,2025-06-25
CVE-2024-54085,1,AMI,MegaRAC SPx,2025-06-25
CVE-2023-0386,1,Linux,Kernel,2025-06-17
CVE-2023-33538,1,TP-Link,Multiple Routers,2025-06-16
CVE-2025-43200,1,Apple,Multiple Products,2025-06-16
CVE-2025-33053,1,Microsoft,Windows,2025-06-10
CVE-2025-24016,1,Wazuh,Wazuh Server,2025-06-10
CVE-2024-42009,1,Roundcube,Webmail,2025-06-09
CVE-2025-32433,1,Erlang,Erlang/OTP,2025-06-09
CVE-2025-5419,1,Google,Chromium V8,2025-06-05
CVE-2025-21479,1,Qualcomm,Multiple Chipsets,2025-06-03
CVE-2025-21480,1,Qualcomm,Multiple Chipsets,2025-06-03
CVE-2025-27038,1,Qualcomm,Multiple Chipsets,2025-06-03
CVE-2021-32030,1,ASUS,Routers,2025-06-02
CVE-2025-3935,1,ConnectWise,ScreenConnect,2025-06-02
CVE-2025-35939,1,Craft CMS,Craft CMS,2025-06-02
CVE-2024-56145,1,Craft CMS,Craft CMS,2025-06-02
CVE-2023-39780,1,ASUS,RT-AX55 Routers,2025-06-02
CVE-2025-4632,1,Samsung,MagicINFO 9 Server,2025-05-22
CVE-2023-38950,1,ZKTeco,BioTime,2025-05-19
CVE-2024-27443,1,Synacor,Zimbra Collaboration Suite (ZCS),2025-05-19
CVE-2025-27920,1,Srimax,Output Messenger,2025-05-19
CVE-2024-11182,1,MDaemon,Email Server,2025-05-19
CVE-2025-4428,1,Ivanti,Endpoint Manager Mobile (EPMM),2025-05-19
CVE-2025-4427,1,Ivanti,Endpoint Manager Mobile (EPMM),2025-05-19
CVE-2025-42999,1,SAP,NetWeaver,2025-05-15
CVE-2024-12987,1,DrayTek,Vigor Routers,2025-05-15
CVE-2025-32756,1,Fortinet,Multiple Products,2025-05-14
CVE-2025-32709,1,Microsoft,Windows,2025-05-13
CVE-2025-30397,1,Microsoft,Windows,2025-05-13
CVE-2025-32706,1,Microsoft,Windows,2025-05-13
CVE-2025-32701,1,Microsoft,Windows,2025-05-13
CVE-2025-30400,1,Microsoft,Windows,2025-05-13
CVE-2025-47729,1,TeleMessage,TM SGNL,2025-05-12
CVE-2024-11120,1,GeoVision,Multiple Devices,2025-05-07
CVE-2024-6047,1,GeoVision,Multiple Devices,2025-05-07
CVE-2025-27363,1,FreeType,FreeType,2025-05-06
CVE-2025-3248,1,Langflow,Langflow,2025-05-05
CVE-2025-34028,1,Commvault,Command Center,2025-05-02
CVE-2024-58136,1,Yiiframework,Yii,2025-05-02
CVE-2024-38475,1,Apache,HTTP Server,2025-05-01
CVE-2023-44221,1,SonicWall,SMA100 Appliances,2025-05-01
CVE-2025-31324,1,SAP,NetWeaver,2025-04-29
CVE-2025-1976,1,Broadcom,Brocade Fabric OS,2025-04-28
CVE-2025-42599,1,Qualitia,Active! Mail,2025-04-28
CVE-2025-3928,1,Commvault,Web Server,2025-04-28
CVE-2025-24054,1,Microsoft,Windows,2025-04-17
CVE-2025-31201,1,Apple,Multiple Products,2025-04-17
CVE-2025-31200,1,Apple,Multiple Products,2025-04-17
CVE-2021-20035,1,SonicWall,SMA100 Appliances,2025-04-16
CVE-2024-53150,1,Linux,Kernel,2025-04-09
CVE-2024-53197,1,Linux,Kernel,2025-04-09
CVE-2025-29824,1,Microsoft,Windows,2025-04-08
CVE-2025-30406,1,Gladinet,CentreStack,2025-04-08
CVE-2025-31161,1,CrushFTP,CrushFTP,2025-04-07
CVE-2025-22457,1,Ivanti,"Connect Secure, Policy Secure, and ZTA Gateways",2025-04-04
CVE-2025-24813,1,Apache,Tomcat,2025-04-01
CVE-2024-20439,1,Cisco,Smart Licensing Utility,2025-03-31
CVE-2025-2783,1,Google,Chromium Mojo,2025-03-27
CVE-2019-9875,1,Sitecore,CMS and Experience Platform (XP),2025-03-26
CVE-2019-9874,1,Sitecore,CMS and Experience Platform (XP),2025-03-26
CVE-2025-30154,1,reviewdog,action-setup GitHub Action,2025-03-24
CVE-2017-12637,1,SAP,NetWeaver,2025-03-19
CVE-2024-48248,1,NAKIVO,Backup and Replication,2025-03-19
CVE-2025-1316,1,Edimax,IC-7100 IP Camera,2025-03-19
CVE-2025-30066,1,tj-actions,changed-files GitHub Action,2025-03-18
CVE-2025-24472,1,Fortinet,FortiOS and FortiProxy,2025-03-18
CVE-2025-21590,1,Juniper,Junos OS,2025-03-13
CVE-2025-24201,1,Apple,Multiple Products,2025-03-13
CVE-2025-24993,1,Microsoft,Windows,2025-03-11
CVE-2025-24991,1,Microsoft,Windows,2025-03-11
CVE-2025-24985,1,Microsoft,Windows,2025-03-11
CVE-2025-24984,1,Microsoft,Windows,2025-03-11
CVE-2025-24983,1,Microsoft,Windows,2025-03-11
CVE-2025-26633,1,Microsoft,Windows,2025-03-11
CVE-2024-13161,1,Ivanti,Endpoint Manager (EPM),2025-03-10
CVE-2024-13160,1,Ivanti,Endpoint Manager (EPM),2025-03-10
CVE-2024-13159,1,Ivanti,Endpoint Manager (EPM),2025-03-10
CVE-2024-57968,1,Advantive,VeraCore,2025-03-10
CVE-2025-25181,1,Advantive,VeraCore,2025-03-10
CVE-2025-22226,1,VMware,"ESXi, Workstation, and Fusion",2025-03-04
CVE-2025-22225,1,VMware,ESXi,2025-03-04
CVE-2025-22224,1,VMware,ESXi and Workstation,2025-03-04
CVE-2024-50302,1,Linux,Kernel,2025-03-04
CVE-2024-4885,1,Progress,WhatsUp Gold,2025-03-03
CVE-2018-8639,1,Microsoft,Windows,2025-03-03
CVE-2022-43769,1,Hitachi Vantara,Pentaho Business Analytics (BA) Server,2025-03-03
CVE-2022-43939,1,Hitachi Vantara,Pentaho Business Analytics (BA) Server,2025-03-03
CVE-2023-20118,1,Cisco,Small Business RV Series Routers,2025-03-03
CVE-2023-34192,1,Synacor,Zimbra Collaboration Suite (ZCS),2025-02-25
CVE-2024-49035,1,Microsoft,Partner Center,2025-02-25
CVE-2024-20953,1,Oracle,Agile Product Lifecycle Management (PLM),2025-02-24
CVE-2017-3066,1,Adobe,ColdFusion,2025-02-24
CVE-2025-24989,1,Microsoft,Power Pages,2025-02-21
CVE-2025-0111,1,Palo Alto Networks,PAN-OS,2025-02-20
CVE-2025-23209,1,Craft CMS,Craft CMS,2025-02-20
CVE-2025-0108,1,Palo Alto Networks,PAN-OS,2025-02-18
CVE-2024-53704,1,SonicWall,SonicOS,2025-02-18
CVE-2024-57727,1,SimpleHelp ,SimpleHelp,2025-02-13
CVE-2025-24200,1,Apple,iOS and iPadOS,2025-02-12
CVE-2024-41710,1,Mitel,SIP Phones,2025-02-12
CVE-2024-40891,1,Zyxel,DSL CPE Devices,2025-02-11
CVE-2024-40890,1,Zyxel,DSL CPE Devices,2025-02-11
CVE-2025-21418,1,Microsoft,Windows,2025-02-11
CVE-2025-21391,1,Microsoft,Windows,2025-02-11
