CVE_ID,EPSS_Score,EPSS_Percentile
CVE-2021-24858,0.01316,0.68753
CVE-2021-24733,0.00783,0.53495
CVE-2021-24696,0.0063,0.47734
CVE-2021-24694,0.00611,0.46848
CVE-2021-24423,0.00614,0.46975
CVE-2021-23664,0.01389,0.70371
CVE-2021-23631,0.01978,0.79088
CVE-2021-23518,0.01943,0.787
CVE-2021-23460,0.02521,0.8371
CVE-2021-23236,0.0107,0.62482
CVE-2021-23233,0.00945,0.58629
CVE-2021-23207,0.00218,0.12103
CVE-2021-23196,0.00909,0.5747
CVE-2021-23195,0.00845,0.55486
CVE-2020-4879,0.01481,0.72111
CVE-2020-4877,0.00898,0.57109
CVE-2020-4876,0.01726,0.75916
CVE-2020-4875,0.01726,0.75915
CVE-2020-19861,0.01493,0.72301
CVE-2020-19860,0.0131,0.6862
CVE-2022-23945,0.03771,0.89156
CVE-2022-23944,0.79007,0.99566
CVE-2022-23935,0.07575,0.9409
CVE-2022-23437,0.11615,0.95732
CVE-2022-23223,0.04306,0.90444
CVE-2022-23126,0.02208,0.81332
CVE-2022-23035,0.00352,0.27959
CVE-2022-23034,0.00336,0.26274
CVE-2022-23033,0.0034,0.26675
CVE-2022-22554,0.002,0.09905
CVE-2022-22296,0.00989,0.60044
CVE-2022-21715,0.01002,0.60445
CVE-2022-21711,0.00875,0.56456
CVE-2022-21710,0.01,0.60367
CVE-2022-21697,0.01096,0.63219
CVE-2022-0338,0.00758,0.52673
CVE-2022-0269,0.00531,0.42738
CVE-2022-0268,0.01416,0.70874
CVE-2021-46483,0.0084,0.55317
CVE-2021-46482,0.0084,0.55317
CVE-2021-46481,0.00717,0.51267
CVE-2021-46480,0.00692,0.50337
CVE-2021-46478,0.00692,0.50338
CVE-2021-46477,0.00692,0.50338
CVE-2021-46475,0.00692,0.50338
CVE-2021-46474,0.00692,0.50338
CVE-2021-46451,0.01254,0.67366
CVE-2021-46113,0.03097,0.86803
CVE-2021-46089,0.01996,0.79285
CVE-2021-46033,0.01176,0.65369
CVE-2021-45847,0.0077,0.53081
CVE-2021-45846,0.00609,0.46742
CVE-2021-45845,0.01925,0.78489
CVE-2021-45844,0.01102,0.63379
CVE-2021-45803,0.01179,0.65469
CVE-2021-45802,0.01313,0.68689
CVE-2021-45343,0.009,0.57153
CVE-2021-45342,0.01934,0.78598
CVE-2021-45341,0.06617,0.9337
CVE-2021-45340,0.00922,0.57848
CVE-2021-45226,0.01384,0.70251
CVE-2021-45225,0.01085,0.62896
CVE-2021-45224,0.01085,0.62896
CVE-2021-45223,0.01644,0.74735
CVE-2021-45222,0.01506,0.72554
CVE-2021-45029,0.06029,0.92833
CVE-2021-44994,0.01018,0.60906
CVE-2021-44993,0.00762,0.52817
CVE-2021-44992,0.00762,0.52817
CVE-2021-44988,0.01148,0.64589
CVE-2021-44981,0.03665,0.8884
CVE-2021-43863,0.01874,0.77892
CVE-2021-43589,0.00444,0.37058
CVE-2021-43588,0.01221,0.66578
CVE-2021-43420,0.01289,0.68183
CVE-2021-43394,0.01169,0.65169
CVE-2021-42168,0.00725,0.5155
CVE-2021-41930,0.01008,0.606
CVE-2021-41929,0.01008,0.606
CVE-2021-41928,0.01881,0.77974
CVE-2021-41660,0.01254,0.67365
CVE-2021-41659,0.01254,0.67366
CVE-2021-41658,0.00728,0.51668
CVE-2021-41472,0.01254,0.67365
CVE-2021-41471,0.01228,0.66763
CVE-2021-40909,0.02181,0.81089
CVE-2021-40908,0.02534,0.83801
CVE-2021-40907,0.01254,0.67364
CVE-2021-4088,0.02254,0.81698
CVE-2021-40596,0.01254,0.67365
CVE-2021-3850,0.0217,0.80994
CVE-2021-36349,0.00554,0.44044
CVE-2021-36343,0.00241,0.15117
CVE-2021-36342,0.00251,0.16309
CVE-2021-35005,0.00891,0.56881
CVE-2021-34870,0.00895,0.57011
CVE-2021-34869,0.00418,0.3476
CVE-2021-34868,0.00423,0.35252
CVE-2021-34867,0.00429,0.35755
CVE-2021-34866,0.00972,0.59506
CVE-2021-34865,0.03075,0.86717
CVE-2021-25083,0.00887,0.56766
CVE-2021-25080,0.842,0.99678
CVE-2021-25079,0.0682,0.93536
CVE-2021-25078,0.02288,0.81974
CVE-2021-25076,0.1712,0.96858
CVE-2021-25074,0.02161,0.8092
CVE-2021-25073,0.00683,0.50022
CVE-2021-25062,0.00887,0.56765
CVE-2021-25049,0.00654,0.48833
CVE-2021-25045,0.01502,0.72482
CVE-2021-25035,0.00887,0.56766
CVE-2021-25031,0.00887,0.56765
CVE-2021-25028,0.01932,0.78573
CVE-2021-25017,0.01005,0.60523
CVE-2021-25015,0.00887,0.56765
CVE-2021-25013,0.00429,0.35754
CVE-2021-25008,0.02258,0.81732
CVE-2020-17383,0.04252,0.90342
CVE-2022-23968,0.01895,0.78148
CVE-2022-23959,0.01973,0.79018
CVE-2022-23258,0.01576,0.73701
CVE-2022-23032,0.00404,0.33476
CVE-2022-23031,0.00834,0.55138
CVE-2022-23030,0.00889,0.56821
CVE-2022-23029,0.00729,0.51702
CVE-2022-23028,0.00889,0.56821
CVE-2022-23027,0.00915,0.57656
CVE-2022-23026,0.00739,0.52047
CVE-2022-23025,0.00904,0.57278
CVE-2022-23024,0.00904,0.57278
CVE-2022-23023,0.00895,0.57004
CVE-2022-23022,0.0092,0.57775
CVE-2022-23021,0.0092,0.57777
CVE-2022-23020,0.00976,0.59641
CVE-2022-23019,0.0092,0.57775
CVE-2022-23018,0.0092,0.57776
CVE-2022-23017,0.0092,0.57775
CVE-2022-23016,0.0092,0.57775
CVE-2022-23015,0.00629,0.47706
CVE-2022-23014,0.0082,0.54696
CVE-2022-23013,0.00797,0.53952
CVE-2022-23012,0.0092,0.57776
CVE-2022-23011,0.0093,0.58124
CVE-2022-23010,0.00952,0.58846
CVE-2022-23009,0.01112,0.63642
CVE-2022-23008,0.0053,0.4269
CVE-2022-22932,0.0283,0.85619
CVE-2022-22851,0.00632,0.47819
CVE-2022-22850,0.00659,0.49048
CVE-2022-22789,0.00151,0.04591
CVE-2022-21944,0.00287,0.20785
CVE-2022-0379,0.00856,0.55834
CVE-2022-0378,0.03866,0.89433
CVE-2022-0375,0.007,0.50649
CVE-2022-0374,0.00687,0.5018
CVE-2022-0368,0.01521,0.72787
CVE-2022-0362,0.01467,0.71861
CVE-2022-0361,0.01566,0.73543
CVE-2022-0359,0.01339,0.69289
CVE-2022-0355,0.02024,0.79606
CVE-2022-0351,0.00609,0.4671
CVE-2022-0335,0.00607,0.46627
CVE-2022-0334,0.00732,0.51816
CVE-2022-0333,0.00572,0.44978
CVE-2022-0332,0.44918,0.98684
CVE-2022-0270,0.0088,0.56574
CVE-2022-0251,0.00705,0.50815
CVE-2022-0203,0.01213,0.66366
CVE-2021-46561,0.00836,0.55189
CVE-2021-46560,0.03586,0.88582
CVE-2021-46559,0.00436,0.36409
CVE-2021-46386,0.03111,0.86856
CVE-2021-46385,0.01524,0.72835
CVE-2021-46383,0.01563,0.73503
CVE-2021-46118,0.02324,0.82277
CVE-2021-46117,0.02753,0.85171
CVE-2021-46116,0.02151,0.80843
CVE-2021-46115,0.01112,0.63635
CVE-2021-46114,0.01339,0.6927
CVE-2021-46087,0.00503,0.40948
CVE-2021-46086,0.00795,0.53875
CVE-2021-46085,0.00671,0.49487
CVE-2021-46084,0.00441,0.3679
CVE-2021-46083,0.00441,0.3679
CVE-2021-46034,0.00588,0.45731
CVE-2021-45975,0.00604,0.46507
CVE-2021-45729,0.0067,0.49474
CVE-2021-44692,0.01117,0.63778
CVE-2021-44123,0.02396,0.8282
CVE-2021-44122,0.00491,0.4024
CVE-2021-44120,0.00628,0.47654
CVE-2021-44118,0.00772,0.53123
CVE-2021-43799,0.05386,0.92098
CVE-2021-43334,0.00593,0.4595
CVE-2021-43298,0.02256,0.81712
CVE-2021-41766,0.02033,0.79691
CVE-2021-41598,0.01152,0.64695
CVE-2021-4145,0.0039,0.32019
CVE-2021-4133,0.01347,0.69447
CVE-2021-40337,0.00402,0.33272
CVE-2021-40167,0.07734,0.94192
CVE-2021-40159,0.02296,0.82044
CVE-2021-40158,0.02885,0.85886
CVE-2021-39031,0.02017,0.79533
CVE-2021-38129,0.00213,0.11461
CVE-2021-36348,0.01132,0.64142
CVE-2021-36347,0.02208,0.81335
CVE-2021-36346,0.04181,0.90196
CVE-2021-36296,0.02812,0.85521
CVE-2021-36295,0.02812,0.85521
CVE-2021-36294,0.0156,0.73466
CVE-2021-36289,0.00242,0.15204
CVE-2021-29846,0.00603,0.46445
CVE-2021-29845,0.00766,0.52961
CVE-2021-29838,0.01283,0.6805
CVE-2021-22600,0.06079,0.92885
CVE-2021-22570,0.0266,0.84624
CVE-2019-25056,0.00858,0.55911
CVE-2022-23993,0.01528,0.7291
CVE-2022-23990,0.03992,0.89777
CVE-2022-23181,0.00692,0.50351
CVE-2022-22852,0.00846,0.55513
CVE-2022-22828,0.02073,0.80105
CVE-2022-21723,0.04478,0.90767
CVE-2022-21722,0.02405,0.82883
CVE-2022-21719,0.0096,0.59057
CVE-2022-21686,0.01786,0.76738
CVE-2022-0394,0.00547,0.43641
CVE-2022-0387,0.00634,0.47929
CVE-2022-0372,0.00613,0.46894
CVE-2022-0370,0.00766,0.52953
CVE-2022-0348,0.00619,0.47209
CVE-2021-46556,0.00621,0.47339
CVE-2021-46554,0.00614,0.46948
CVE-2021-46553,0.00614,0.46951
CVE-2021-46550,0.00614,0.46949
CVE-2021-46549,0.00614,0.46944
CVE-2021-46548,0.00614,0.46945
CVE-2021-46547,0.00614,0.46944
CVE-2021-46546,0.00639,0.48114
CVE-2021-46545,0.00614,0.46951
CVE-2021-46544,0.00614,0.4695
CVE-2021-46543,0.00614,0.46948
CVE-2021-46542,0.00614,0.46952
CVE-2021-46541,0.00614,0.46946
CVE-2021-46540,0.00614,0.46953
CVE-2021-46539,0.00614,0.46953
CVE-2021-46538,0.00614,0.46952
CVE-2021-46537,0.00614,0.46953
CVE-2021-46535,0.00614,0.46949
CVE-2021-46534,0.00614,0.46954
CVE-2021-46532,0.00614,0.46952
CVE-2021-46531,0.00614,0.46947
CVE-2021-46530,0.00614,0.46948
CVE-2021-46529,0.00614,0.46947
CVE-2021-46528,0.00614,0.46947
CVE-2021-46527,0.00739,0.52024
CVE-2021-46526,0.00739,0.52024
CVE-2021-46525,0.00777,0.53283
CVE-2021-46524,0.00739,0.52024
CVE-2021-46523,0.0073,0.51741
CVE-2021-46522,0.0073,0.51742
CVE-2021-46521,0.0073,0.51743
CVE-2021-46520,0.0073,0.51741
CVE-2021-46519,0.0073,0.51742
CVE-2021-46518,0.0073,0.51741
CVE-2021-46517,0.00614,0.46945
CVE-2021-46516,0.00614,0.46946
CVE-2021-46515,0.00614,0.46946
CVE-2021-46514,0.00614,0.46949
CVE-2021-46513,0.00739,0.52024
CVE-2021-46512,0.00614,0.4695
CVE-2021-46511,0.00614,0.4695
CVE-2021-46510,0.00614,0.4695
CVE-2021-46509,0.00739,0.52023
CVE-2021-46508,0.00614,0.46953
CVE-2021-46507,0.00607,0.46601
CVE-2021-46506,0.00607,0.46608
CVE-2021-46505,0.00607,0.46601
CVE-2021-46504,0.00607,0.46608
CVE-2021-46503,0.00638,0.48082
CVE-2021-46502,0.00664,0.49228
CVE-2021-46501,0.00638,0.48082
CVE-2021-46500,0.00638,0.48083
CVE-2021-46499,0.00638,0.48082
CVE-2021-46498,0.00638,0.48081
CVE-2021-46497,0.00638,0.48081
CVE-2021-46496,0.00664,0.49228
CVE-2021-46495,0.00638,0.48081
CVE-2021-46494,0.00638,0.48082
CVE-2021-46492,0.00565,0.44617
CVE-2021-46491,0.00607,0.46611
CVE-2021-46490,0.00607,0.4661
CVE-2021-46489,0.00638,0.48081
CVE-2021-46488,0.00607,0.4661
CVE-2021-46487,0.00632,0.47802
CVE-2021-46486,0.00607,0.46609
CVE-2021-46485,0.00607,0.46607
CVE-2021-46484,0.00638,0.4808
CVE-2021-46428,0.03226,0.8735
CVE-2021-46427,0.02037,0.79728
CVE-2021-46377,0.00956,0.58955
CVE-2021-46102,0.01872,0.77872
CVE-2021-46097,0.02297,0.8206
CVE-2021-46088,0.03927,0.89605
CVE-2021-46065,0.91737,0.99808
CVE-2021-44795,0.00918,0.57737
CVE-2021-44794,0.00993,0.60131
CVE-2021-44793,0.01367,0.69903
CVE-2021-44792,0.00993,0.6013
CVE-2021-41166,0.00948,0.58728
CVE-2021-32849,0.0765,0.9414
CVE-2021-32842,0.00895,0.57005
CVE-2021-32841,0.01079,0.62703
CVE-2021-32840,0.01973,0.79018
CVE-2021-28096,0.00889,0.56821
CVE-2022-24071,0.00651,0.48711
CVE-2022-23979,0.00565,0.44608
CVE-2022-23889,0.01082,0.62801
CVE-2022-23888,0.0082,0.54709
CVE-2022-23887,0.00739,0.52037
CVE-2022-23863,0.0192,0.78439
CVE-2022-23727,0.00226,0.13165
CVE-2022-23456,0.00276,0.19623
CVE-2022-23098,0.02485,0.83456
CVE-2022-23097,0.02372,0.82642
CVE-2022-23096,0.02598,0.8423
CVE-2022-22994,0.01853,0.77632
CVE-2022-22993,0.00758,0.52674
CVE-2022-22992,0.02309,0.82153
CVE-2022-22938,0.00365,0.2943
CVE-2022-22868,0.00857,0.55893
CVE-2022-22791,0.00382,0.31127
CVE-2022-22790,0.01023,0.61064
CVE-2022-22294,0.01148,0.64589
CVE-2022-21801,0.01088,0.62953
CVE-2022-21796,0.01112,0.63631
CVE-2022-21720,0.01134,0.64189
CVE-2022-21236,0.01812,0.7708
CVE-2022-21217,0.01213,0.66367
CVE-2022-21199,0.0089,0.56859
CVE-2022-21134,0.00907,0.57406
CVE-2021-45899,0.02187,0.8113
CVE-2021-45898,0.01069,0.62458
CVE-2021-45897,0.04608,0.9101
CVE-2021-45435,0.01096,0.63245
CVE-2021-44971,0.021,0.8039
CVE-2021-44463,0.00263,0.17818
CVE-2021-44364,0.01145,0.64477
CVE-2021-44363,0.01145,0.64476
CVE-2021-44362,0.01145,0.64482
CVE-2021-44361,0.01145,0.64475
CVE-2021-44360,0.01145,0.64479
CVE-2021-44359,0.01145,0.6448
CVE-2021-44358,0.01145,0.64479
CVE-2021-44249,0.01831,0.77336
CVE-2021-42791,0.00626,0.47556
CVE-2021-41609,0.02138,0.8072
CVE-2021-41608,0.01973,0.79024
CVE-2021-40423,0.01339,0.69273
CVE-2021-40419,0.01232,0.66864
CVE-2021-40416,0.00867,0.56174
CVE-2021-40415,0.00807,0.54286
CVE-2021-40414,0.00807,0.54285
CVE-2021-40413,0.0082,0.54697
CVE-2021-40412,0.27477,0.97925
CVE-2021-40411,0.04695,0.91148
CVE-2021-40410,0.27876,0.97954
CVE-2021-40409,0.03657,0.88814
CVE-2021-40408,0.03657,0.88814
CVE-2021-40407,0.47635,0.98759
CVE-2021-40406,0.01534,0.73022
CVE-2021-40404,0.01229,0.66794
CVE-2021-40397,0.00872,0.56357
CVE-2021-40396,0.00365,0.29428
CVE-2021-40389,0.00365,0.29427
CVE-2021-40388,0.00365,0.29427
CVE-2021-40340,0.00725,0.51554
CVE-2021-4034,0.94921,0.99854
CVE-2021-40339,0.00725,0.51554
CVE-2021-40338,0.00669,0.4945
CVE-2021-34073,0.00583,0.45529
CVE-2021-31567,0.01391,0.70393
CVE-2021-27654,0.00603,0.46428
CVE-2021-26264,0.00187,0.08393
CVE-2021-23863,0.00562,0.44462
CVE-2021-23760,0.01678,0.75237
CVE-2021-23558,0.01627,0.74454
CVE-2021-23484,0.0205,0.79872
CVE-2021-23174,0.83853,0.9967
CVE-2021-22827,0.01201,0.66016
CVE-2021-22826,0.01201,0.66016
CVE-2021-22825,0.00774,0.53209
CVE-2021-22822,0.00562,0.44465
CVE-2021-22821,0.00823,0.54785
CVE-2021-22820,0.01084,0.62862
CVE-2021-22819,0.00651,0.48711
CVE-2021-22818,0.01005,0.6053
CVE-2021-22816,0.00947,0.58688
CVE-2021-22815,0.00768,0.53007
CVE-2021-22814,0.00745,0.52255
CVE-2021-22813,0.00745,0.52255
CVE-2021-22812,0.00745,0.52255
CVE-2021-22811,0.00745,0.52255
CVE-2021-22810,0.00749,0.5237
CVE-2021-22809,0.00647,0.48495
CVE-2021-22808,0.00855,0.55816
CVE-2021-22807,0.00814,0.54476
CVE-2021-22799,0.00237,0.14546
CVE-2021-22725,0.00468,0.38667
CVE-2021-22724,0.00468,0.38668
CVE-2020-28885,0.02147,0.808
CVE-2020-28884,0.02028,0.7964
CVE-2020-25905,0.01666,0.75055
CVE-2016-3735,0.01363,0.69822
CVE-2022-24130,0.01694,0.75484
CVE-2022-24124,0.55295,0.98958
CVE-2022-24123,0.01945,0.7873
CVE-2022-24122,0.0101,0.60664
CVE-2022-24032,0.01029,0.61263
CVE-2022-23599,0.0075,0.52397
CVE-2022-23598,0.00989,0.60039
CVE-2022-23409,0.13759,0.96232
CVE-2022-22919,0.00621,0.4735
CVE-2022-21721,0.02153,0.80863
CVE-2022-0414,0.00914,0.576
CVE-2022-0413,0.01395,0.70471
CVE-2022-0408,0.01505,0.72541
CVE-2022-0407,0.01161,0.64962
CVE-2022-0395,0.0064,0.48172
CVE-2022-0393,0.01393,0.7043
CVE-2022-0392,0.01514,0.72698
CVE-2022-0352,0.00853,0.55741
CVE-2022-0339,0.00962,0.59151
CVE-2022-0286,0.00531,0.42769
CVE-2022-0273,0.0067,0.49478
CVE-2021-46660,0.01158,0.64839
CVE-2021-46659,0.00551,0.43895
CVE-2021-46658,0.00387,0.31747
CVE-2021-46657,0.0039,0.32025
CVE-2021-46458,0.0137,0.69971
CVE-2021-46448,0.01195,0.65865
CVE-2021-46447,0.0055,0.43838
CVE-2021-46446,0.01211,0.66334
CVE-2021-46445,0.01195,0.65865
CVE-2021-46444,0.01195,0.65865
CVE-2021-46101,0.01403,0.7064
CVE-2021-45079,0.02784,0.85376
CVE-2021-44419,0.01207,0.66166
CVE-2021-44418,0.01207,0.66167
CVE-2021-44417,0.01207,0.66166
CVE-2021-44416,0.01207,0.66165
CVE-2021-44415,0.01207,0.66165
CVE-2021-44414,0.01207,0.66165
CVE-2021-44413,0.01207,0.66167
CVE-2021-44412,0.01207,0.66165
CVE-2021-44411,0.01207,0.66164
CVE-2021-44410,0.01207,0.66164
CVE-2021-44409,0.01207,0.66166
CVE-2021-44408,0.01207,0.66164
CVE-2021-44407,0.01207,0.66163
CVE-2021-44406,0.01207,0.66166
CVE-2021-44405,0.01207,0.6616
CVE-2021-44404,0.01207,0.66161
CVE-2021-44403,0.01207,0.66159
CVE-2021-44402,0.01207,0.66159
CVE-2021-44401,0.01207,0.66162
CVE-2021-44400,0.01207,0.66162
CVE-2021-44399,0.01207,0.66162
CVE-2021-44398,0.01207,0.66162
CVE-2021-44397,0.01207,0.66159
CVE-2021-44396,0.01207,0.66163
CVE-2021-44395,0.01207,0.66163
CVE-2021-44393,0.01207,0.66163
CVE-2021-44392,0.01207,0.66159
CVE-2021-44391,0.01207,0.6616
CVE-2021-44390,0.01207,0.66161
CVE-2021-44389,0.01207,0.66167
CVE-2021-44388,0.01207,0.66168
CVE-2021-44387,0.01207,0.6616
CVE-2021-44386,0.01207,0.6616
CVE-2021-44385,0.01207,0.66161
CVE-2021-44384,0.01145,0.64481
CVE-2021-44383,0.01145,0.64482
CVE-2021-44382,0.01145,0.6448
CVE-2021-44381,0.01145,0.64481
CVE-2021-44380,0.01145,0.64476
CVE-2021-44379,0.01145,0.64477
CVE-2021-44378,0.01145,0.64477
CVE-2021-44377,0.01145,0.64477
CVE-2021-44376,0.01145,0.64481
CVE-2021-44374,0.01145,0.64481
CVE-2021-44373,0.01145,0.6448
CVE-2021-44372,0.01145,0.6448
CVE-2021-44371,0.01145,0.64478
CVE-2021-44370,0.01145,0.64478
CVE-2021-44369,0.01145,0.64478
CVE-2021-44368,0.01145,0.64478
CVE-2021-44367,0.01145,0.64479
CVE-2021-44365,0.01145,0.64476
CVE-2021-44255,0.03138,0.86977
CVE-2021-44114,0.00996,0.60238
CVE-2021-42635,0.05569,0.92306
CVE-2021-42631,0.0617,0.9297
CVE-2021-4160,0.03772,0.89157
CVE-2021-40042,0.00562,0.44459
CVE-2021-40033,0.00169,0.06478
CVE-2021-34805,0.26823,0.97885
CVE-2021-31617,0.02089,0.80277
CVE-2021-28962,0.01161,0.64964
CVE-2021-27971,0.00403,0.3344
CVE-2021-23521,0.00544,0.43489
CVE-2021-23520,0.01094,0.63158
CVE-2020-36064,0.01451,0.71521
CVE-2020-36056,0.0052,0.42114
CVE-2022-24301,0.00985,0.59905
CVE-2022-24300,0.0166,0.74976
CVE-2022-24266,0.05707,0.92473
CVE-2022-24265,0.06711,0.93438
CVE-2022-24264,0.06711,0.93438
CVE-2022-24263,0.08244,0.94487
CVE-2022-24223,0.61965,0.99113
CVE-2022-24222,0.01096,0.63247
CVE-2022-24221,0.01096,0.63247
CVE-2022-24220,0.01096,0.63246
CVE-2022-24219,0.01096,0.63247
CVE-2022-24218,0.1695,0.96837
CVE-2022-24198,0.00547,0.43678
CVE-2022-24197,0.01502,0.72479
CVE-2022-24196,0.01612,0.74232
CVE-2022-23872,0.00617,0.4713
CVE-2022-23774,0.00926,0.57961
CVE-2022-23607,0.01083,0.62813
CVE-2022-23603,0.00994,0.60178
CVE-2022-23602,0.01343,0.69376
CVE-2022-23601,0.00566,0.44664
CVE-2022-23597,0.0148,0.72076
CVE-2022-23596,0.01632,0.74537
CVE-2022-22510,0.00972,0.59496
CVE-2022-22509,0.0099,0.60051
CVE-2022-21817,0.01749,0.76232
CVE-2022-21724,0.0301,0.86449
CVE-2022-21687,0.01003,0.60486
CVE-2022-21659,0.00953,0.5887
CVE-2022-0419,0.00935,0.58298
CVE-2022-0417,0.01541,0.73136
CVE-2022-0401,0.01623,0.744
CVE-2022-0366,0.0099,0.60056
CVE-2022-0320,0.01989,0.7921
CVE-2022-0220,0.02329,0.82314
CVE-2021-46669,0.02403,0.82864
CVE-2021-46668,0.004,0.33075
CVE-2021-46667,0.00421,0.35141
CVE-2021-46666,0.00387,0.31748
CVE-2021-46665,0.004,0.33075
CVE-2021-46664,0.004,0.33075
CVE-2021-46663,0.00403,0.33353
CVE-2021-46662,0.00387,0.31748
CVE-2021-46661,0.00403,0.33353
CVE-2021-46459,0.0137,0.69971
CVE-2021-46253,0.00617,0.47145
CVE-2021-46093,0.01186,0.65627
CVE-2021-45416,0.02327,0.82297
CVE-2021-44746,0.01066,0.62384
CVE-2021-44451,0.07863,0.94267
CVE-2021-43859,0.07934,0.94311
CVE-2021-43848,0.02667,0.84667
CVE-2021-43510,0.07515,0.9405
CVE-2021-43509,0.0185,0.77594
CVE-2021-43073,0.01386,0.70282
CVE-2021-43062,0.12936,0.96027
CVE-2021-42753,0.0113,0.64093
CVE-2021-42638,0.05531,0.92253
CVE-2021-42633,0.02039,0.79738
CVE-2021-41571,0.01726,0.75915
CVE-2021-41040,0.01358,0.69708
CVE-2021-41018,0.03323,0.87726
CVE-2021-41016,0.01055,0.62031
CVE-2021-39070,0.01805,0.76993
CVE-2021-39066,0.00643,0.48332
CVE-2021-39044,0.00384,0.31425
CVE-2021-38560,0.02893,0.85927
CVE-2021-36193,0.00816,0.54588
CVE-2021-36177,0.00301,0.22246
CVE-2021-25097,0.00382,0.31146
CVE-2021-25093,0.01196,0.65872
CVE-2021-25092,0.0048,0.39503
CVE-2021-25091,0.008,0.54048
CVE-2021-25089,0.008,0.54048
CVE-2021-25085,0.01651,0.74833
CVE-2021-25072,0.00531,0.42787
CVE-2021-25063,0.0208,0.80172
CVE-2021-24983,0.00956,0.58945
CVE-2021-24975,0.01334,0.69146
CVE-2021-24944,0.00598,0.46208
CVE-2021-24937,0.008,0.54048
CVE-2021-24934,0.01397,0.70497
CVE-2021-24926,0.12857,0.96012
CVE-2021-24919,0.01517,0.72739
CVE-2021-24900,0.00686,0.50114
CVE-2021-24868,0.00891,0.56873
CVE-2021-24814,0.02085,0.80236
CVE-2021-24775,0.01327,0.68989
CVE-2021-24765,0.01405,0.70667
CVE-2021-24764,0.008,0.54054
CVE-2021-24763,0.00644,0.48393
CVE-2021-24762,0.86782,0.99729
CVE-2021-24761,0.00599,0.46279
CVE-2021-24707,0.00598,0.46207
CVE-2021-24686,0.00654,0.48834
CVE-2021-24648,0.00876,0.56482
CVE-2021-24043,0.01119,0.63819
CVE-2020-8562,0.01082,0.62785
CVE-2020-26208,0.0089,0.56849
CVE-2022-24307,0.01426,0.71059
CVE-2022-24144,0.18506,0.97038
CVE-2022-24143,0.01175,0.65336
CVE-2022-24142,0.01175,0.65339
CVE-2022-24121,0.01261,0.67534
CVE-2022-24069,0.00301,0.22326
CVE-2022-24031,0.00281,0.20133
CVE-2022-24030,0.00304,0.22562
CVE-2022-23873,0.01281,0.67996
CVE-2022-23871,0.00624,0.47462
CVE-2022-23833,0.49246,0.98798
CVE-2022-23569,0.00458,0.38005
CVE-2022-23568,0.008,0.54033
CVE-2022-23567,0.01097,0.63268
CVE-2022-23357,0.19877,0.9723
CVE-2022-22818,0.03328,0.87744
CVE-2022-21741,0.00821,0.54741
CVE-2022-21740,0.00788,0.53653
CVE-2022-21739,0.00783,0.53477
CVE-2022-21738,0.00783,0.53477
CVE-2022-21737,0.00783,0.53477
CVE-2022-21736,0.00746,0.5227
CVE-2022-21735,0.00783,0.53477
CVE-2022-21734,0.00783,0.53478
CVE-2022-21733,0.00821,0.54741
CVE-2022-21732,0.00765,0.52897
CVE-2022-21731,0.00845,0.55435
CVE-2022-21730,0.00815,0.54555
CVE-2022-21729,0.00783,0.53478
CVE-2022-21728,0.01125,0.63973
CVE-2022-21727,0.00659,0.49042
CVE-2022-21726,0.00818,0.54628
CVE-2022-21725,0.00783,0.53479
CVE-2022-0443,0.01395,0.70471
CVE-2022-0432,0.04429,0.90677
CVE-2021-46457,0.03715,0.88974
CVE-2021-46456,0.03715,0.88974
CVE-2021-46455,0.03715,0.88973
CVE-2021-46454,0.04403,0.90628
CVE-2021-46453,0.03746,0.89078
CVE-2021-46452,0.03746,0.89078
CVE-2021-46233,0.03746,0.89078
CVE-2021-46232,0.03746,0.89078
CVE-2021-46231,0.03746,0.89077
CVE-2021-46230,0.03746,0.89077
CVE-2021-46229,0.04375,0.90583
CVE-2021-46228,0.03715,0.88974
CVE-2021-46227,0.04713,0.91176
CVE-2021-46226,0.03715,0.88974
CVE-2021-45998,0.03715,0.88973
CVE-2021-45997,0.01053,0.61953
CVE-2021-45996,0.01175,0.65333
CVE-2021-45995,0.01053,0.61954
CVE-2021-45994,0.01053,0.61954
CVE-2021-45993,0.01053,0.61954
CVE-2021-45992,0.01053,0.61954
CVE-2021-45991,0.01053,0.61953
CVE-2021-45990,0.01921,0.78457
CVE-2021-45989,0.01082,0.62799
CVE-2021-45988,0.01053,0.61955
CVE-2021-45987,0.01869,0.77831
CVE-2021-45986,0.01869,0.77832
CVE-2021-45742,0.03069,0.86695
CVE-2021-45741,0.01175,0.65333
CVE-2021-45740,0.01363,0.69827
CVE-2021-45739,0.01175,0.65333
CVE-2021-45738,0.04391,0.90612
CVE-2021-45737,0.01175,0.65334
CVE-2021-45736,0.01175,0.65339
CVE-2021-45735,0.03798,0.89236
CVE-2021-45734,0.01465,0.7179
CVE-2021-45733,0.04391,0.90612
CVE-2021-45268,0.01821,0.77211
CVE-2021-44882,0.04511,0.90827
CVE-2021-44881,0.04635,0.91054
CVE-2021-44880,0.03969,0.89721
CVE-2021-44866,0.01002,0.60451
CVE-2021-44247,0.02779,0.85354
CVE-2021-44246,0.01175,0.65333
CVE-2021-43615,0.00292,0.21299
CVE-2021-43522,0.00264,0.18001
CVE-2021-43323,0.00351,0.27948
CVE-2021-42642,0.01375,0.70081
CVE-2021-42641,0.02043,0.79796
