CVE_ID,EPSS_Score,EPSS_Percentile
CVE-2022-23389,0.21951,0.97481
CVE-2022-23384,0.00543,0.43455
CVE-2022-23367,0.00855,0.55812
CVE-2022-23337,0.02288,0.81973
CVE-2022-23336,0.01096,0.63245
CVE-2022-23335,0.01575,0.73691
CVE-2022-23317,0.01076,0.62624
CVE-2022-22854,0.00947,0.58709
CVE-2022-22765,0.00231,0.13835
CVE-2022-22295,0.01575,0.73692
CVE-2022-21818,0.00321,0.24516
CVE-2022-0597,0.03019,0.8649
CVE-2022-0596,0.0062,0.47258
CVE-2022-0589,0.00847,0.5552
CVE-2022-0588,0.01071,0.62493
CVE-2022-0587,0.0102,0.60949
CVE-2022-0586,0.02003,0.79358
CVE-2022-0583,0.01839,0.7744
CVE-2022-0582,0.01992,0.79238
CVE-2022-0581,0.01839,0.7744
CVE-2022-0580,0.0119,0.65734
CVE-2022-0579,0.01054,0.61992
CVE-2022-0576,0.00998,0.60306
CVE-2022-0575,0.00847,0.5552
CVE-2022-0572,0.26583,0.97868
CVE-2022-0571,0.0132,0.68842
CVE-2022-0570,0.01243,0.6711
CVE-2022-0569,0.01037,0.61514
CVE-2022-0565,0.00976,0.59636
CVE-2022-0512,0.01782,0.76685
CVE-2022-0311,0.00877,0.56497
CVE-2022-0214,0.01589,0.73889
CVE-2022-0212,0.02291,0.82004
CVE-2022-0208,0.02038,0.79736
CVE-2022-0206,0.01458,0.71656
CVE-2022-0201,0.03368,0.87886
CVE-2022-0200,0.006,0.46311
CVE-2022-0193,0.00876,0.56482
CVE-2022-0190,0.01292,0.68239
CVE-2022-0188,0.02315,0.82201
CVE-2022-0176,0.00876,0.56483
CVE-2021-46558,0.00562,0.44469
CVE-2021-46557,0.00562,0.44468
CVE-2021-46463,0.01663,0.75005
CVE-2021-46462,0.01677,0.75218
CVE-2021-46461,0.03121,0.86911
CVE-2021-46371,0.04305,0.90444
CVE-2021-45444,0.0198,0.79105
CVE-2021-45421,0.01275,0.6787
CVE-2021-45420,0.18957,0.97094
CVE-2021-45392,0.12294,0.95894
CVE-2021-45348,0.0093,0.58127
CVE-2021-45347,0.01166,0.65102
CVE-2021-45346,0.01614,0.74268
CVE-2021-45310,0.00898,0.57115
CVE-2021-45005,0.01456,0.71614
CVE-2021-44879,0.01234,0.66909
CVE-2021-43953,0.00476,0.39247
CVE-2021-43952,0.00415,0.34511
CVE-2021-43950,0.00845,0.55441
CVE-2021-43948,0.00845,0.55441
CVE-2021-43941,0.00616,0.47059
CVE-2021-43940,0.0033,0.25498
CVE-2021-43734,0.10728,0.95495
CVE-2021-43106,0.00683,0.50006
CVE-2021-42712,0.00302,0.22407
CVE-2021-4201,0.01994,0.79261
CVE-2021-41552,0.0068,0.49877
CVE-2021-39080,0.00665,0.49258
CVE-2021-39079,0.0048,0.39492
CVE-2021-25115,0.00683,0.50002
CVE-2021-25110,0.00897,0.57063
CVE-2021-25109,0.00846,0.55488
CVE-2021-25107,0.01523,0.72833
CVE-2021-25050,0.00654,0.48834
CVE-2021-25033,0.02303,0.82109
CVE-2021-25018,0.00524,0.42368
CVE-2021-25014,0.0059,0.45861
CVE-2021-24904,0.05063,0.91709
CVE-2021-24874,0.008,0.54051
CVE-2021-24446,0.00329,0.25411
CVE-2019-25057,0.00798,0.53975
CVE-2019-16864,0.07714,0.94183
CVE-2022-25242,0.00385,0.31515
CVE-2022-25241,0.03271,0.87528
CVE-2022-25236,0.35867,0.98353
CVE-2022-25235,0.04955,0.91558
CVE-2022-25212,0.00684,0.50038
CVE-2022-25211,0.0111,0.63598
CVE-2022-25210,0.00809,0.54335
CVE-2022-25209,0.01107,0.63531
CVE-2022-25208,0.01097,0.63264
CVE-2022-25207,0.00717,0.51293
CVE-2022-25206,0.00787,0.5362
CVE-2022-25205,0.00527,0.42536
CVE-2022-25204,0.00591,0.4587
CVE-2022-25203,0.00783,0.53476
CVE-2022-25202,0.00572,0.44942
CVE-2022-25201,0.00742,0.52147
CVE-2022-25200,0.00553,0.43976
CVE-2022-25199,0.00787,0.5362
CVE-2022-25198,0.00527,0.42536
CVE-2022-25197,0.00809,0.54335
CVE-2022-25196,0.00724,0.51511
CVE-2022-25195,0.0055,0.43796
CVE-2022-25194,0.00527,0.42536
CVE-2022-25193,0.00912,0.57546
CVE-2022-25192,0.00655,0.48848
CVE-2022-25191,0.00598,0.46231
CVE-2022-25190,0.0068,0.49885
CVE-2022-25189,0.00598,0.46232
CVE-2022-25188,0.01219,0.66514
CVE-2022-25187,0.00966,0.5927
CVE-2022-25186,0.00809,0.54335
CVE-2022-25185,0.00658,0.49008
CVE-2022-25184,0.00876,0.56469
CVE-2022-25183,0.01571,0.73636
CVE-2022-25182,0.01601,0.74057
CVE-2022-25181,0.01601,0.74057
CVE-2022-25180,0.00528,0.42603
CVE-2022-25179,0.01786,0.76736
CVE-2022-25178,0.01668,0.75085
CVE-2022-25177,0.01742,0.76139
CVE-2022-25176,0.01742,0.76139
CVE-2022-25175,0.01404,0.70646
CVE-2022-25174,0.01443,0.71365
CVE-2022-25173,0.01444,0.7138
CVE-2022-24684,0.01396,0.70485
CVE-2022-24590,0.00624,0.47462
CVE-2022-24589,0.00775,0.53247
CVE-2022-24588,0.00707,0.50879
CVE-2022-24587,0.00744,0.52204
CVE-2022-24586,0.00747,0.52322
CVE-2022-24585,0.00747,0.52322
CVE-2022-24227,0.02256,0.81716
CVE-2022-24226,0.01736,0.7605
CVE-2022-23643,0.00801,0.54082
CVE-2022-23641,0.01159,0.64879
CVE-2022-23639,0.01239,0.67005
CVE-2022-23604,0.01129,0.64069
CVE-2022-23358,0.01213,0.66371
CVE-2022-22770,0.01146,0.6449
CVE-2022-21698,0.05994,0.92796
CVE-2022-0614,0.00914,0.57635
CVE-2022-0613,0.0158,0.7376
CVE-2022-0612,0.00607,0.46642
CVE-2022-0611,0.012,0.65984
CVE-2022-0559,0.01262,0.67569
CVE-2021-46321,0.01734,0.76016
CVE-2021-46265,0.01734,0.76016
CVE-2021-46264,0.01734,0.76017
CVE-2021-46263,0.01734,0.76017
CVE-2021-46262,0.01734,0.76016
CVE-2021-46252,0.00484,0.39751
CVE-2021-46251,0.00562,0.44464
CVE-2021-46250,0.01052,0.61934
CVE-2021-46249,0.00643,0.4831
CVE-2021-45391,0.01826,0.77287
CVE-2021-44960,0.01179,0.65468
CVE-2021-43050,0.00248,0.15897
CVE-2021-43049,0.01326,0.68957
CVE-2021-42714,0.00447,0.37272
CVE-2021-42713,0.00302,0.22407
CVE-2021-37354,0.01363,0.69827
CVE-2021-35380,0.38954,0.98481
CVE-2021-33945,0.01846,0.7753
CVE-2021-26726,0.01148,0.64558
CVE-2021-22043,0.01052,0.61932
CVE-2021-22042,0.00296,0.21723
CVE-2021-22041,0.00574,0.45046
CVE-2021-22040,0.00725,0.51561
CVE-2021-21966,0.01384,0.70251
CVE-2021-21958,0.011,0.63335
CVE-2020-6922,0.00865,0.56105
CVE-2020-6921,0.00865,0.56105
CVE-2020-6920,0.00856,0.5584
CVE-2020-6919,0.00865,0.56105
CVE-2020-6918,0.00865,0.56104
CVE-2020-6917,0.00865,0.56105
CVE-2019-4352,0.00253,0.16623
CVE-2019-4351,0.00244,0.15432
CVE-2019-4291,0.00446,0.37207
CVE-2022-25271,0.01277,0.6792
CVE-2022-25270,0.00769,0.5305
CVE-2022-25265,0.01054,0.62014
CVE-2022-25258,0.00927,0.58015
CVE-2022-25255,0.00331,0.25665
CVE-2022-24985,0.0232,0.82241
CVE-2022-24984,0.02596,0.84215
CVE-2022-24983,0.02707,0.84902
CVE-2022-24982,0.01206,0.66125
CVE-2022-24981,0.01042,0.61665
CVE-2022-24953,0.0085,0.55641
CVE-2022-24683,0.01539,0.73103
CVE-2022-24665,0.026,0.8424
CVE-2022-24664,0.0165,0.7482
CVE-2022-24663,0.02047,0.79835
CVE-2022-24086,0.99199,0.99932
CVE-2022-23804,0.01643,0.7472
CVE-2022-23803,0.01643,0.74721
CVE-2022-23646,0.01795,0.76852
CVE-2022-23644,0.00905,0.57309
CVE-2022-23636,0.00772,0.53124
CVE-2022-23632,0.01714,0.75768
CVE-2022-23319,0.00671,0.49507
CVE-2022-23318,0.0079,0.53714
CVE-2022-23204,0.01881,0.77969
CVE-2022-23203,0.04911,0.91482
CVE-2022-23202,0.02249,0.81663
CVE-2022-23200,0.02993,0.86376
CVE-2022-23199,0.01741,0.76129
CVE-2022-23198,0.01741,0.7613
CVE-2022-23197,0.01905,0.7826
CVE-2022-23196,0.01905,0.78259
CVE-2022-23195,0.01905,0.78259
CVE-2022-23194,0.01905,0.7826
CVE-2022-23193,0.02029,0.79647
CVE-2022-23192,0.02408,0.82908
CVE-2022-23191,0.01905,0.78259
CVE-2022-23190,0.01905,0.7826
CVE-2022-23189,0.01741,0.76129
CVE-2022-23188,0.04443,0.90712
CVE-2022-23186,0.02321,0.82251
CVE-2022-22945,0.00354,0.28299
CVE-2022-22916,0.38651,0.9847
CVE-2022-22914,0.01401,0.70588
CVE-2022-22912,0.02553,0.8392
CVE-2022-22901,0.00677,0.49744
CVE-2022-22899,0.0087,0.56284
CVE-2022-22885,0.01301,0.68451
CVE-2022-22881,0.01374,0.70065
CVE-2022-22880,0.01374,0.70065
CVE-2022-22853,0.00824,0.54831
CVE-2022-22792,0.00592,0.4591
CVE-2022-20750,0.01142,0.64389
CVE-2022-20659,0.01233,0.66867
CVE-2022-20653,0.01833,0.7736
CVE-2022-0639,0.01535,0.73043
CVE-2022-0638,0.00363,0.29183
CVE-2022-0633,0.02066,0.80029
CVE-2022-0629,0.01791,0.76806
CVE-2022-0623,0.01637,0.7463
CVE-2022-0622,0.00988,0.59987
CVE-2022-0617,0.00497,0.4064
CVE-2022-0513,0.5346,0.98912
CVE-2021-46368,0.00409,0.33906
CVE-2021-46319,0.06573,0.93336
CVE-2021-46315,0.06573,0.93335
CVE-2021-46314,0.33287,0.98247
CVE-2021-46247,0.01178,0.65433
CVE-2021-45382,0.97836,0.99901
CVE-2021-44868,0.01412,0.70806
CVE-2021-44730,0.00351,0.27887
CVE-2021-43303,0.02356,0.82535
CVE-2021-43302,0.02179,0.81076
CVE-2021-43301,0.02356,0.82534
CVE-2021-43300,0.02356,0.82535
CVE-2021-43299,0.02493,0.83509
CVE-2021-4134,0.0144,0.71306
CVE-2021-4106,0.00253,0.16523
CVE-2021-39301,0.00441,0.36761
CVE-2021-39300,0.00423,0.35304
CVE-2021-39299,0.00423,0.35304
CVE-2021-39298,0.00445,0.37073
CVE-2021-39297,0.00441,0.36761
CVE-2021-39034,0.01174,0.65319
CVE-2021-3781,0.83913,0.99672
CVE-2021-3773,0.05279,0.91986
CVE-2021-3760,0.00354,0.2828
CVE-2021-3753,0.00364,0.29309
CVE-2021-3752,0.01736,0.7606
CVE-2021-3578,0.01037,0.6149
CVE-2021-3560,0.22193,0.97501
CVE-2021-3557,0.00764,0.52869
CVE-2021-3551,0.00186,0.08224
CVE-2021-3242,0.01227,0.66741
CVE-2021-3155,0.0026,0.17507
CVE-2021-23682,0.02117,0.80533
CVE-2021-22050,0.02316,0.82215
CVE-2014-8597,0.00811,0.54411
CVE-2022-25337,0.01059,0.6215
CVE-2022-25336,0.00707,0.50906
CVE-2022-25335,0.0128,0.67976
CVE-2022-25323,0.03245,0.87424
CVE-2022-25322,0.08346,0.94545
CVE-2022-25321,0.01066,0.62381
CVE-2022-25320,0.00933,0.58248
CVE-2022-25319,0.01327,0.68996
CVE-2022-25318,0.00594,0.46013
CVE-2022-25317,0.00627,0.47591
CVE-2022-25315,0.04821,0.9134
CVE-2022-25314,0.04693,0.91144
CVE-2022-25313,0.03295,0.87625
CVE-2022-25299,0.01433,0.71192
CVE-2022-25298,0.01677,0.7521
CVE-2022-23982,0.01209,0.66258
CVE-2022-23981,0.00631,0.47756
CVE-2022-23647,0.01479,0.72057
CVE-2022-22922,0.01324,0.68916
CVE-2022-21800,0.00521,0.42132
CVE-2022-21215,0.01412,0.70802
CVE-2022-21196,0.03663,0.88835
CVE-2022-21176,0.01053,0.61972
CVE-2022-21143,0.01163,0.65004
CVE-2022-21141,0.0316,0.87068
CVE-2022-0673,0.01021,0.60973
CVE-2022-0672,0.00303,0.22521
CVE-2022-0671,0.01262,0.67546
CVE-2022-0666,0.44259,0.98663
CVE-2022-0664,0.01714,0.75769
CVE-2022-0660,0.06923,0.93624
CVE-2022-0646,0.00342,0.2696
CVE-2022-0631,0.00922,0.57846
CVE-2022-0585,0.02391,0.82782
CVE-2022-0451,0.00998,0.60292
CVE-2022-0138,0.00986,0.59939
CVE-2021-46587,0.02093,0.80319
CVE-2021-46586,0.02093,0.8032
CVE-2021-46585,0.02041,0.79766
CVE-2021-46584,0.02093,0.8032
CVE-2021-46583,0.02113,0.80502
CVE-2021-46582,0.02113,0.80501
CVE-2021-46581,0.02041,0.79762
CVE-2021-46580,0.02041,0.79759
CVE-2021-46579,0.02041,0.79763
CVE-2021-46578,0.02041,0.79763
CVE-2021-46577,0.02041,0.79759
CVE-2021-46576,0.02041,0.79765
CVE-2021-46575,0.0237,0.82623
CVE-2021-46574,0.02041,0.7976
CVE-2021-46573,0.02041,0.7976
CVE-2021-46572,0.02041,0.79758
CVE-2021-46571,0.02041,0.7976
CVE-2021-46570,0.02113,0.805
CVE-2021-46569,0.02041,0.79763
CVE-2021-46568,0.02041,0.79764
CVE-2021-46567,0.02041,0.79763
CVE-2021-46566,0.02041,0.79764
CVE-2021-46565,0.02016,0.79517
CVE-2021-46564,0.02016,0.79517
CVE-2021-46563,0.02016,0.79517
CVE-2021-46562,0.02041,0.79765
CVE-2021-46372,0.00569,0.44781
CVE-2021-46108,0.00809,0.54326
CVE-2021-46082,0.01175,0.65332
CVE-2021-46063,0.02731,0.85042
CVE-2021-46062,0.00767,0.52974
CVE-2021-46037,0.01033,0.61354
CVE-2021-46036,0.03743,0.89068
CVE-2021-45401,0.02502,0.83568
CVE-2021-44968,0.00431,0.35966
CVE-2021-44731,0.00944,0.58604
CVE-2021-41599,0.02223,0.81447
CVE-2021-4120,0.00437,0.36446
CVE-2021-4093,0.00419,0.34897
CVE-2021-4091,0.02014,0.795
CVE-2021-4090,0.00339,0.26567
CVE-2021-3948,0.00564,0.44561
CVE-2021-3947,0.00317,0.241
CVE-2021-3930,0.00338,0.26499
CVE-2021-39026,0.0051,0.41425
CVE-2021-38935,0.01033,0.61366
CVE-2021-3657,0.03459,0.8819
CVE-2021-30650,0.00722,0.51459
CVE-2021-26619,0.00902,0.57232
CVE-2021-26618,0.00997,0.60261
CVE-2021-23702,0.01378,0.70151
CVE-2021-20325,0.01593,0.7395
CVE-2021-20322,0.06846,0.93554
CVE-2021-20321,0.00216,0.11885
CVE-2021-20320,0.0026,0.17499
CVE-2021-20315,0.00196,0.09352
CVE-2020-8242,0.00934,0.58272
CVE-2020-8107,0.00324,0.24928
CVE-2020-25722,0.01606,0.74137
CVE-2020-25719,0.01687,0.75391
CVE-2020-25718,0.01595,0.73973
CVE-2020-25717,0.01625,0.74434
CVE-2016-2124,0.01752,0.76263
CVE-2022-24366,0.02543,0.83856
CVE-2022-24365,0.02543,0.83856
CVE-2022-24364,0.02543,0.83856
CVE-2022-24363,0.02543,0.83855
CVE-2022-24362,0.02543,0.83857
CVE-2022-24361,0.02543,0.83858
CVE-2022-24360,0.02543,0.83858
CVE-2022-24359,0.02543,0.83858
CVE-2022-24358,0.02543,0.83857
CVE-2022-24357,0.02543,0.83856
CVE-2022-24356,0.02341,0.8242
CVE-2022-24355,0.02058,0.79946
CVE-2022-24354,0.01788,0.76756
CVE-2022-24064,0.01848,0.77556
CVE-2022-24063,0.0181,0.77056
CVE-2022-24062,0.01848,0.77555
CVE-2022-24061,0.01538,0.73086
CVE-2022-24060,0.01538,0.73086
CVE-2022-24059,0.01848,0.77555
CVE-2022-24058,0.02913,0.86024
CVE-2022-24057,0.01848,0.77555
CVE-2022-24056,0.01848,0.77555
CVE-2022-24055,0.01538,0.73086
CVE-2022-24052,0.00689,0.50236
CVE-2022-24051,0.00657,0.48931
CVE-2022-24050,0.00644,0.48349
CVE-2022-24049,0.07212,0.9386
CVE-2022-24048,0.00689,0.50235
CVE-2022-24047,0.01895,0.78149
CVE-2022-24046,0.04085,0.89987
CVE-2022-0543,0.99351,0.99937
CVE-2021-46656,0.02293,0.82019
CVE-2021-46655,0.01913,0.78352
CVE-2021-46654,0.01592,0.73942
CVE-2021-46653,0.02087,0.80254
CVE-2021-46652,0.02087,0.80254
CVE-2021-46651,0.01678,0.75228
CVE-2021-46650,0.01678,0.75227
CVE-2021-46649,0.01678,0.75228
CVE-2021-46648,0.02087,0.80254
CVE-2021-46647,0.02087,0.80253
CVE-2021-46646,0.02087,0.80252
CVE-2021-46645,0.02087,0.80252
CVE-2021-46644,0.02087,0.80253
CVE-2021-46643,0.01981,0.79115
CVE-2021-46642,0.01592,0.73942
CVE-2021-46641,0.02087,0.80254
CVE-2021-46640,0.02087,0.80253
CVE-2021-46639,0.02087,0.80252
CVE-2021-46638,0.02068,0.80054
CVE-2021-46637,0.01592,0.73942
CVE-2021-46636,0.01981,0.79115
CVE-2021-46635,0.01981,0.79115
CVE-2021-46634,0.01913,0.78352
CVE-2021-46633,0.02005,0.79416
CVE-2021-46632,0.01612,0.74226
CVE-2021-46631,0.02005,0.79415
CVE-2021-46630,0.01612,0.74226
CVE-2021-46629,0.01612,0.74224
CVE-2021-46628,0.01815,0.77129
CVE-2021-46627,0.02005,0.79415
CVE-2021-46626,0.02005,0.79416
CVE-2021-46625,0.01937,0.78633
CVE-2021-46624,0.01612,0.74225
CVE-2021-46623,0.01815,0.77129
CVE-2021-46622,0.02005,0.79416
CVE-2021-46621,0.01937,0.78633
CVE-2021-46620,0.01612,0.74225
CVE-2021-46619,0.01987,0.7918
CVE-2021-46618,0.01612,0.74225
CVE-2021-46617,0.02005,0.79419
CVE-2021-46616,0.01612,0.74226
CVE-2021-46615,0.01612,0.74226
CVE-2021-46614,0.02005,0.79419
CVE-2021-46613,0.02005,0.79417
CVE-2021-46612,0.01987,0.7918
CVE-2021-46611,0.01619,0.74351
CVE-2021-46610,0.01654,0.74865
CVE-2021-46609,0.02005,0.79417
CVE-2021-46608,0.01521,0.72787
CVE-2021-46607,0.01712,0.7574
CVE-2021-46606,0.02005,0.79416
CVE-2021-46605,0.02113,0.80502
CVE-2021-46604,0.02113,0.80501
CVE-2021-46603,0.02113,0.80502
CVE-2021-46602,0.01804,0.76976
CVE-2021-46601,0.02041,0.79758
CVE-2021-46600,0.01644,0.74729
CVE-2021-46599,0.01603,0.74084
CVE-2021-46598,0.01999,0.79304
CVE-2021-46597,0.02041,0.79757
CVE-2021-46596,0.01699,0.75542
CVE-2021-46595,0.01912,0.78343
CVE-2021-46594,0.01699,0.75541
CVE-2021-46593,0.01699,0.75542
CVE-2021-46592,0.02093,0.8032
CVE-2021-46591,0.02041,0.79761
CVE-2021-46590,0.02041,0.79761
CVE-2021-46589,0.01699,0.75542
CVE-2021-46588,0.02041,0.79759
CVE-2022-25375,0.01054,0.62004
CVE-2022-25372,0.00647,0.48531
CVE-2022-25366,0.00556,0.4412
CVE-2022-25365,0.00845,0.55436
CVE-2022-25358,0.01149,0.64598
CVE-2022-25297,0.01896,0.78161
CVE-2022-25256,0.01172,0.65259
CVE-2022-25137,0.02198,0.8125
CVE-2022-25136,0.02198,0.81249
CVE-2022-25135,0.02934,0.86112
CVE-2022-25134,0.02992,0.86369
CVE-2022-25133,0.02909,0.86006
CVE-2022-25132,0.02909,0.86006
CVE-2022-25131,0.02198,0.81249
CVE-2022-25130,0.02198,0.8125
CVE-2022-24980,0.01201,0.66006
CVE-2022-24979,0.00758,0.5269
CVE-2022-24971,0.027,0.84868
CVE-2022-24553,0.0269,0.84806
CVE-2022-24370,0.01889,0.78065
CVE-2022-24369,0.02543,0.83857
CVE-2022-24368,0.02095,0.8034
CVE-2022-24367,0.02543,0.83857
CVE-2022-24295,0.16571,0.96777
CVE-2022-23984,0.01109,0.63578
CVE-2022-23983,0.00421,0.35157
CVE-2022-23848,0.01211,0.66307
CVE-2022-23650,0.01556,0.73411
CVE-2022-23649,0.00163,0.05743
CVE-2022-23645,0.00404,0.33471
CVE-2022-23642,0.7431,0.99451
CVE-2022-23376,0.00858,0.55917
CVE-2022-23375,0.19872,0.9723
CVE-2022-23228,0.01324,0.68929
CVE-2022-23054,0.00615,0.47047
CVE-2022-23053,0.00615,0.47047
CVE-2022-22308,0.00748,0.52338
CVE-2022-22126,0.00615,0.47047
CVE-2022-0708,0.00804,0.54195
CVE-2022-0692,0.03378,0.87919
CVE-2022-0691,0.0222,0.81429
CVE-2022-0690,0.01105,0.63453
CVE-2022-0689,0.01049,0.61829
CVE-2022-0688,0.00925,0.57942
CVE-2022-0686,0.01827,0.77295
CVE-2022-0685,0.01708,0.75689
CVE-2022-0678,0.02273,0.81842
CVE-2022-0632,0.00813,0.54451
CVE-2022-0630,0.00992,0.60094
CVE-2022-0564,0.01378,0.70143
CVE-2022-0409,0.00942,0.58544
CVE-2022-0313,0.00471,0.38914
CVE-2022-0288,0.02389,0.82773
CVE-2022-0279,0.00494,0.40438
CVE-2022-0255,0.0131,0.68636
CVE-2022-0252,0.00866,0.56163
CVE-2022-0234,0.01752,0.76287
CVE-2022-0228,0.05887,0.9269
CVE-2022-0211,0.00598,0.46198
CVE-2022-0199,0.00471,0.38913
CVE-2022-0186,0.00604,0.46491
CVE-2022-0164,0.00349,0.27739
CVE-2022-0134,0.00645,0.48428
CVE-2021-46701,0.00366,0.29461
CVE-2021-46700,0.0083,0.55005
CVE-2021-46110,0.01141,0.64378
CVE-2021-45083,0.00311,0.23379
CVE-2021-45082,0.00495,0.40508
CVE-2021-45081,0.00911,0.57519
CVE-2021-45008,0.01959,0.78884
CVE-2021-45007,0.00731,0.51758
CVE-2021-44568,0.01794,0.76849
CVE-2021-44302,0.01089,0.6299
CVE-2021-44142,0.73864,0.99439
CVE-2021-44141,0.01088,0.62949
CVE-2021-4208,0.01275,0.67871
CVE-2021-40841,0.01079,0.62706
CVE-2021-40840,0.00483,0.39716
CVE-2021-29656,0.0068,0.49865
CVE-2021-29655,0.00537,0.43096
CVE-2021-27797,0.01347,0.69454
CVE-2021-27796,0.00907,0.57406
CVE-2021-27755,0.00251,0.16308
CVE-2021-27753,0.00251,0.16308
CVE-2021-26256,0.00833,0.55122
CVE-2021-25101,0.00598,0.46205
CVE-2021-25100,0.00866,0.56163
CVE-2021-25099,0.02145,0.80778
CVE-2021-25082,0.05229,0.91928
CVE-2021-25075,0.01364,0.69835
CVE-2021-25069,0.01487,0.72206
CVE-2021-25060,0.006,0.46311
CVE-2021-25058,0.006,0.4631
CVE-2021-25057,0.006,0.46312
CVE-2021-25055,0.0201,0.79472
CVE-2021-24921,0.008,0.54049
CVE-2021-24867,0.18878,0.97083
CVE-2017-0371,0.01568,0.73576
CVE-2016-20013,0.02234,0.81543
CVE-2016-1239,0.01211,0.66308
CVE-2022-25599,0.00405,0.33558
CVE-2022-25331,0.03098,0.86807
CVE-2022-25330,0.05198,0.91887
CVE-2022-25329,0.02688,0.84797
CVE-2022-24680,0.00477,0.39295
CVE-2022-24679,0.00477,0.39294
CVE-2022-24678,0.02335,0.82372
CVE-2022-24671,0.0042,0.3501
CVE-2022-24564,0.00671,0.4951
CVE-2022-24409,0.01108,0.63553
CVE-2022-23655,0.00644,0.48389
CVE-2022-23654,0.00723,0.51489
CVE-2022-23653,0.0021,0.11066
CVE-2022-23652,0.01397,0.70502
CVE-2022-23651,0.00217,0.12006
CVE-2022-23635,0.01664,0.75022
CVE-2022-23612,0.01931,0.78569
CVE-2022-23608,0.04055,0.8992
CVE-2022-23606,0.01016,0.60851
CVE-2022-23043,0.01459,0.71668
CVE-2022-22336,0.01999,0.79302
CVE-2022-22333,0.00585,0.45618
CVE-2022-21705,0.0865,0.94719
CVE-2022-21657,0.00517,0.41921
CVE-2022-21656,0.00672,0.49536
CVE-2022-21655,0.01145,0.6447
CVE-2022-21654,0.01078,0.62676
CVE-2022-21179,0.00472,0.38974
CVE-2022-21142,0.01547,0.73238
CVE-2022-20650,0.1455,0.96386
CVE-2022-20625,0.0326,0.87487
CVE-2022-20624,0.12404,0.95913
CVE-2022-20623,0.11859,0.95794
CVE-2022-0736,0.01575,0.73697
CVE-2022-0731,0.01011,0.60719
CVE-2022-0729,0.01622,0.74374
CVE-2022-0727,0.00678,0.49797
CVE-2022-0726,0.00678,0.49797
CVE-2022-0724,0.01348,0.69471
CVE-2022-0721,0.01397,0.70508
CVE-2022-0719,0.00914,0.57622
CVE-2022-0717,0.00921,0.578
CVE-2022-0714,0.12272,0.95889
CVE-2022-0713,0.00975,0.59606
CVE-2022-0712,0.00951,0.58822
CVE-2022-0696,0.01452,0.7154
CVE-2022-0695,0.00956,0.5895
CVE-2022-0676,0.01178,0.65445
CVE-2022-0665,0.01506,0.72551
CVE-2022-0654,0.01423,0.7101
CVE-2022-0563,0.00427,0.35583
CVE-2022-0476,0.01005,0.60517
CVE-2021-46699,0.01454,0.7158
CVE-2021-46162,0.01293,0.68271
CVE-2021-45746,0.0151,0.72628
CVE-2021-44967,0.13502,0.96165
CVE-2021-44610,0.01374,0.70065
CVE-2021-44608,0.00487,0.39962
CVE-2021-44607,0.00487,0.39962
CVE-2021-44567,0.23084,0.97593
CVE-2021-44566,0.00712,0.51077
CVE-2021-44565,0.0073,0.51714
CVE-2021-44550,0.01269,0.67731
CVE-2021-43943,0.00428,0.3571
CVE-2021-43826,0.01062,0.62231
CVE-2021-43825,0.00877,0.5651
CVE-2021-43824,0.01062,0.62231
CVE-2021-43724,0.00494,0.40424
CVE-2021-4115,0.0053,0.42661
CVE-2021-4070,0.00858,0.559
CVE-2021-4030,0.00439,0.36662
CVE-2021-4029,0.00748,0.52331
CVE-2021-35689,0.02117,0.80529
CVE-2021-26092,0.01077,0.6266
CVE-2021-25636,0.00954,0.58896
CVE-2020-27467,0.15737,0.96617
CVE-2019-25058,0.00378,0.30761
CVE-2022-25838,0.00946,0.58672
CVE-2022-25809,0.0326,0.87488
CVE-2022-25643,0.02108,0.80457
CVE-2022-25640,0.01352,0.69581
CVE-2022-25638,0.00628,0.47645
CVE-2022-25636,0.02633,0.84458
CVE-2022-25418,0.01761,0.76397
CVE-2022-25417,0.01761,0.76397
CVE-2022-25414,0.10439,0.95406
CVE-2022-25406,0.01029,0.61253
CVE-2022-25405,0.01029,0.61253
CVE-2022-25404,0.01029,0.61253
CVE-2022-25403,0.01575,0.73691
CVE-2022-25402,0.01609,0.74183
CVE-2022-25401,0.02255,0.81708
CVE-2022-25363,0.00895,0.57037
CVE-2022-25360,0.01314,0.68704
CVE-2022-25355,0.01156,0.64802
CVE-2022-25293,0.02109,0.80467
CVE-2022-25292,0.02109,0.80467
CVE-2022-25291,0.01804,0.7698
CVE-2022-25290,0.00699,0.50613
CVE-2022-25104,0.01135,0.64206
CVE-2022-25101,0.01224,0.6666
CVE-2022-25099,0.01224,0.66661
CVE-2022-25098,0.00987,0.5995
CVE-2022-25084,0.24845,0.97742
CVE-2022-25083,0.03128,0.86935
CVE-2022-25082,0.15673,0.96602
CVE-2022-25081,0.03128,0.86935
CVE-2022-25080,0.03189,0.87184
CVE-2022-25079,0.03189,0.87183
CVE-2022-25078,0.03189,0.87183
CVE-2022-25077,0.32552,0.98213
CVE-2022-25076,0.03189,0.87183
CVE-2022-25075,0.56248,0.98977
CVE-2022-25074,0.13034,0.96058
CVE-2022-25073,0.13034,0.96058
CVE-2022-25072,0.13034,0.96059
CVE-2022-25003,0.01638,0.74644
CVE-2022-24708,0.00552,0.43938
CVE-2022-24707,0.07159,0.93821
CVE-2022-24687,0.01387,0.70319
